ID,mass,MpH,MpNH4,MpNa,MmH,MmHpCHO2
PE 25:3;O2,619.348537,620.355817,637.382367,642.337757,618.341257,664.346737
PE 27:1,619.421307,620.428587,637.455137,642.410527,618.414027,664.419507
PE O-28:1,619.457692,620.464972,637.491522,642.446912,618.450412,664.455892
PE 24:3;O3,621.327802,622.335082,639.361632,644.317022,620.320522,666.326002
PE 27:0,621.436957,622.444237,639.470787,644.426177,620.429677,666.435157
LPE O-28:1;O,621.473342,622.480622,639.507172,644.462562,620.466062,666.471542
PE O-28:0,621.473342,622.480622,639.507172,644.462562,620.466062,666.471542
PE 24:2;O3,623.343452,624.350732,641.377282,646.332672,622.336172,668.341652
PE 25:1;O2,623.379837,624.387117,641.413667,646.369057,622.372557,668.378037
PE 26:4;O2,631.348537,632.355817,649.382367,654.337757,630.341257,676.346737
PE 28:2,631.421307,632.428587,649.455137,654.410527,630.414027,676.419507
PE 25:4;O3,633.327802,634.335082,651.361632,656.317022,632.320522,678.326002
PE 26:3;O2,633.364187,634.371467,651.398017,656.353407,632.356907,678.362387
PE 27:2;O,633.400572,634.407852,651.434402,656.389792,632.393292,678.398772
PE 28:1,633.436957,634.444237,651.470787,656.426177,632.429677,678.435157
LPE O-29:2;O,633.473342,634.480622,651.507172,656.462562,632.466062,678.471542
PE O-29:1,633.473342,634.480622,651.507172,656.462562,632.466062,678.471542
PE 25:3;O3,635.343452,636.350732,653.377282,658.332672,634.336172,680.341652
PE 28:0,635.452607,636.459887,653.486437,658.441827,634.445327,680.450807
LPE O-29:1;O,635.488992,636.496272,653.522822,658.478212,634.481712,680.487192
PE O-29:0,635.488992,636.496272,653.522822,658.478212,634.481712,680.487192
PE 29:2,645.436957,646.444237,663.470787,668.426177,644.429677,690.435157
PE O-30:2,645.473342,646.480622,663.507172,668.462562,644.466062,690.471542
PE 26:4;O3,647.343452,648.350732,665.377282,670.332672,646.336172,692.341652
PE 29:1,647.452607,648.459887,665.486437,670.441827,646.445327,692.450807
PE O-30:1,647.488992,648.496272,665.522822,670.478212,646.481712,692.487192
PE 26:3;O3,649.359102,650.366382,667.392932,672.348322,648.351822,694.357302
PE 27:2;O2,649.395487,650.402767,667.429317,672.384707,648.388207,694.393687
PE 29:0,649.468257,650.475537,667.502087,672.457477,648.460977,694.466457
PE-NMe 28:0,649.468257,650.475537,667.502087,672.457477,648.460977,694.466457
PE O-30:0,649.504642,650.511922,667.538472,672.493862,648.497362,694.502842
PE 30:4,655.421307,656.428587,673.455137,678.410527,654.414027,700.419507
PE 30:3,657.436957,658.444237,675.470787,680.426177,656.429677,702.435157
PE 30:2,659.452607,660.459887,677.486437,682.441827,658.445327,704.450807
PE O-31:2,659.488992,660.496272,677.522822,682.478212,658.481712,704.487192
PE 28:3;O2,661.395487,662.402767,679.429317,684.384707,660.388207,706.393687
PE 30:1,661.468257,662.475537,679.502087,684.457477,660.460977,706.466457
PE O-31:1,661.504642,662.511922,679.538472,684.493862,660.497362,706.502842
PE 28:2;O2,663.411137,664.418417,681.444967,686.400357,662.403857,708.409337
PE 30:0,663.483907,664.491187,681.517737,686.473127,662.476627,708.482107
PE-NMe2 28:0,663.483907,664.491187,681.517737,686.473127,662.476627,708.482107
PE O-31:0,663.520292,664.527572,681.554122,686.509512,662.513012,708.518492
PE 31:4,669.436957,670.444237,687.470787,692.426177,668.429677,714.435157
PE 31:3,671.452607,672.459887,689.486437,694.441827,670.445327,716.450807
PE 31:2,673.468257,674.475537,691.502087,696.457477,672.460977,718.466457
PE O-32:2,673.504642,674.511922,691.538472,696.493862,672.497362,718.502842
PE 29:3;O2,675.411137,676.418417,693.444967,698.400357,674.403857,720.409337
PE 31:1,675.483907,676.491187,693.517737,698.473127,674.476627,720.482107
PE O-32:1,675.520292,676.527572,693.554122,698.509512,674.513012,720.518492
PE 31:0,677.499557,678.506837,695.533387,700.488777,676.492277,722.497757
PE O-32:0,677.535942,678.543222,695.569772,700.525162,676.528662,722.534142
